doi,access_right,title
10.5281/zenodo.5150327,open,"Data archive for paper ""Copula-based synthetic data augmentation for machine-learning emulators"""
10.5281/zenodo.5683002,open,Benchmark Multi-Omics Datasets for Methods Comparison
10.5061/dryad.vs644,open,Data from: Geckos as springs: mechanics explain across-species scaling of adhesion
10.5281/zenodo.4697428,open,"Development of Covalent Chitosan-Polyethylenimine Derivatives as Gene Delivery Vehicle: Synthesis, Characterization, and Evaluation"
10.5281/zenodo.3978345,open,Fusion-dependent formation of lipid nanoparticles containing macromolecular payloads
10.5281/zenodo.3975898,open,Selection of Water-Soluble Chitosan by Microwave-Assisted Degradation and pH Controlled Precipitation
10.5281/zenodo.3894256,open,"Raw Data for Article ""Access to Vinyl Ethers and Ketones with Hypervalent Iodine Reagents as Oxy-Allyl Cation Synthetic Equivalents"""
10.5281/zenodo.812146,open,"Estimates for the stiffness, strength and drift capacity of stone masonry walls based on 123 quasi-static cyclic tests reported in the literature"
10.5281/zenodo.2581311,open,Data Set: Evaluation of Domain Randomization Techniques for Transfer Learning - Part 1
10.5281/zenodo.2581469,open,Data Set: Evaluation of Domain Randomization Techniques for Transfer Learning - Part 0
10.5281/zenodo.3685276,open,Convergence of multiple synthetic paradigms in a universally programable chemical synthesis machine
10.5281/zenodo.6299928,open,"Synthetic seismograms for ""Resolving continental magma reservoirs with 3D surface wave tomography"""
10.5281/zenodo.1237754,open,"TUT Sound Events 2018 - Circular array, Reverberant and Synthetic Impulse Response Dataset"
10.5281/zenodo.1237752,open,"TUT Sound Events 2018 - Circular array, Anechoic and Synthetic Impulse Response Dataset"
10.5281/zenodo.1221032,open,Synthetic Data for Neutrophil Analysis: Sets with regular shapes and Gaussian noise
10.5061/dryad.cvdncjt3v,open,Behavioral interactions between bacterivorous nematodes and predatory bacteria in a synthetic community
10.5281/zenodo.5715133,open,OAM sorted spectrum of a chiral pattern fabricated on a synthetic hologram
10.5281/zenodo.2636981,open,Synthetic mutational spectra with mixed and correlated mutational signatures SBS1 and SBS5
10.5281/zenodo.1221162,open,Synthetic Data for Neutrophil Analysis: Sets with irregular shapes and Poisson noise
10.5281/zenodo.4491799,open,The input sounding and synthetic AMV data for the idealized case study
10.5061/dryad.8jj12,open,Data from: Two-scale dispersal estimation for biological invasions via synthetic likelihood
10.5281/zenodo.3522841,restricted,Synthetic geophysical survey using geological modelling from the Yerrida Basin (Western Australia)
10.5061/dryad.f8c58,open,Data from: Does high relatedness promote cheater-free multicellularity in synthetic lifecycles?
10.5281/zenodo.4506930,open,Virtual cohort of 1000 synthetic heart meshes from adult human healthy population
10.5061/dryad.s7t47,open,Data from: Infants prefer the faces of strangers or mothers to morphed faces: an uncanny valley between social novelty and familiarity
10.5061/dryad.vp5b7,open,Data from: Alarming features: birds use specific acoustic properties to identify heterospecific alarm calls
10.5281/zenodo.3778994,open,Recurrent Neural Network Language Models Always Learn English-Like Relative Clause Attachment
10.5061/dryad.4g1t4ht,open,Data from: Controlling invasive rodents via synthetic gene drive and the role of polyandry
10.5061/dryad.xksn02vf4,open,Altering transcription factor binding reveals comprehensive transcriptional kinetics of a basic gene
10.5061/dryad.1rn8pk0r4,open,Data from: Clinical management and mortality among COVID-19 cases in sub-Saharan Africa: a retrospective study from Burkina Faso and simulated case analysis.
10.5061/dryad.k129c,open,Data from: Minimizing polymerase biases in metabarcoding
10.5281/zenodo.5498305,open,Assessing Nitrogen Availability in Biobased Fertilizers: Effect of Vegetation on Mineralization Patterns
10.5281/zenodo.5801594,open,AUTH-OpenDR Mixed Image Annotated Dataset for Human-centric Perception Tasks
10.5281/zenodo.5960223,open,FORUM end-to-end simulator emissivity retrievals
10.5281/zenodo.5809273,open,AUTH-OpenDR ACelebA Dataset
10.5281/zenodo.1219679,open,Beyond Throughput: a 4G LTE Dataset with Channel and Context Metrics
10.5281/zenodo.4784610,open,Supporting data for Xu et al. 2021 - Weather and Forecasting
10.5281/zenodo.4898345,open,Hierarchical and partition datasets
10.5281/zenodo.4670161,open,Accurate X-ray Timing in the Presence of Systematic Biases WithSimulation-Based Inference
10.5281/zenodo.1306243,open,UDNN_Synthetic_Datasets
10.5281/zenodo.5009558,open,TLS measurements in the Qinghai-Tibet Engineering Corridor
10.5061/dryad.3bk3j9kfh,open,"Supporting information and data for ""Chapter 1: Constraining Hydraulic Permeability at Great Depth by Using Magnetotellurics"" in Pepin JD (2019) New Approaches to Geothermal Resource Exploration and Characterization (PhD dissertation)"
10.5061/dryad.m64hs,open,Data from: Disruption of foraging by a dominant invasive species to decrease its competitive ability
10.5061/dryad.q28b2,open,Data from: Are flies kind to kin? The role of intra- and inter-sexual relatedness in mediating reproductive conflict
10.5061/dryad.ttdz08m0f,open,Discovery of thermostable fluorescently responsive glucose biosensors by structure-assisted function extrapolation
10.5061/dryad.f1vhhmgx5,open,"Single species acute lethal toxicity tests are not predictive of relative population, community and ecosystem effects of two salinity types"
10.5061/dryad.vk775,open,Data from: Automated assembly of a reference taxonomy for phylogenetic data synthesis
10.5281/zenodo.5082321,open,JoyaPhos: An Atropisomeric Teraryl Monophosphine Ligand
10.5281/zenodo.5118841,open,Synthesis of N-Substituted Indoles via Aqueous Ring-Closing Metathesis
10.5281/zenodo.3925250,open,CyclomicsSeq: Accurate detection of circulating tumor DNA using nanopore consensus sequencing
10.5281/zenodo.6361423,open,Induced polarization and hydraulic tomography inversion results of the Bolstern aquifer analog
10.5281/zenodo.3736280,restricted,Fire detection - 360-degree Dataset
10.5281/zenodo.2540529,open,On Strong Scaling and Open Source Tools for Analyzing Atom Probe Tomography Data
10.5281/zenodo.5815330,open,Super-resolving ocean dynamics from space with computer vision algorithms: training datasets
10.5061/dryad.4f4qrfj8h,open,Endocrine disruptors cause multigenerational and transgenerational epigenetic changes in fish exposed during early life
10.5281/zenodo.3904302,open,On Open and Strong-Scaling Tools for Atom Probe Crystallography: High-Throughput Methods for Indexing Crystal Structure and Orientation
10.5061/dryad.c3b75,open,Data from: Investigating a possible role for the bacterial signal molecules N-acylhomoserine lactones in Balanus improvisus cyprid settlement
10.5281/zenodo.3384679,open,"Nitrogen Input, Nitrogen Surplus, and Nitrogen Use Efficiency Globally and for Selected Regions"
10.5281/zenodo.4773686,restricted,Geo-electrical signature of dissolution and precipitation processes in a synthetic carbonate sample
10.5281/zenodo.5078925,open,Proton Gradients from Light-Harvesting E. coli Control DNA Assemblies for Synthetic Cells
10.5281/zenodo.2647586,open,"A set of synthetic spectral energy distributions for ""diskless"", intermediate-mass young stars"
10.5281/zenodo.1221164,open,Synthetic Data for Neutrophil Analysis: Sets one large neutrophil shape and Poisson noise
10.5281/zenodo.5711717,open,Synthetic recovery of impulse propagation in myocardial infarction via silicon carbide semiconductive nanowires
10.5281/zenodo.3608390,open,"3D Cortical Bone and Trabecular Bone Structure [synthetic data, simple, capsule shell model]"
10.5281/zenodo.3549866,open,"Synthetic dataset used in ""The maximum weighted submatrix coverage problem: A CP approach"""
10.5281/zenodo.4048228,open,"Synthetic XCO2, CO and NO2 observations for the CO2M and Sentinel-5 satellites"
10.5281/zenodo.6369446,open,SynPhoRest - Synthetic Photorealistic Forest Dataset with Depth Information for Machine Learning Model Training
10.5281/zenodo.2636586,open,"TAU Moving Sound Events 2019 - Ambisonic, Anechoic, Synthetic IR and Moving Source Dataset"
10.5281/zenodo.5116420,open,3-D synthetic near surface data set with frequency-domain eletromagnetic induction data
10.5281/zenodo.3686871,open,"Mitigating flicker noise in high-precision photometry. I - Characterization of the noise structure, impact on the inferred transit parameters, and predictions for CHEOPS observations"
10.5281/zenodo.4573725,open,Example data and configuration / input files for conducting probability and accuracy simulations of CO2 flux surveys using the MC-Flux program.
10.5281/zenodo.5091746,open,DNA-Directed Arrangement of Soft Synthetic Compartments and Their Behavior In Vitro and In Vivo
10.5281/zenodo.5809069,open,Microphone array data for basic examples in Acoular
10.5281/zenodo.3761859,open,Data on spatial distribution of tracers for optical sensing of stream surface flow
10.5061/dryad.m37pvmd06,open,Incorporating hierarchical characters into phylogenetic analysis
10.5061/dryad.kb110,open,Data from: Causes and consequences of individual variation in the extent of post-juvenile moult in the blue tit Cyanistes caeruleus (Passeriformes: Paridae)
10.5061/dryad.933bs,open,Data from: Log moisture capacity does not predict epixylic bryophyte growth under thinned and unthinned forest canopies
10.5281/zenodo.4361484,open,Reducing end thiol-modified nanocellulose: Bottom-up enzymatic synthesis and use for templated assembly of silver nanoparticles into biocidal composite material
10.5061/dryad.t40f2,open,Data from: Penalized likelihood methods improve parameter estimates in occupancy models
10.5061/dryad.mgqnk9918,open,Characteristics of COVID-19 patients predicting hospital readmission after ED discharge
10.5281/zenodo.6324489,open,deepNIR: Dataset for generating synthetic NIR images and improved fruit detection system using deep learning techniques
10.5281/zenodo.5977810,open,Simulated genetic data in a hierarchical metapopulation structure
10.5281/zenodo.4570616,open,Chromosight benchmarks and processed data
10.5281/zenodo.5811867,closed,_A_SxPNonGuidedPathway-GCMS.output.raw
10.5281/zenodo.4659820,open,Thessaly March 2021 coseismic  InSAR S1 displacement maps
10.5281/zenodo.5811851,closed,_A_SxPdCasEVNonGuidedPathway-GCMS.output.raw
10.5281/zenodo.3739263,open,Datasets for Content-and-Structure (CAS) Indexing
10.1002/essoar.10508001.1,open,An adaptable Random Forest model for the declustering of earthquake catalogs
10.5281/zenodo.4037066,open,Physics Based Broadband Simulations for EarthquakeEarly Warning
10.5281/zenodo.3458571,open,"Generation of synthetic, realistic vehicular traces for three access highways of Quito using SUMO"
10.5281/zenodo.3604333,open,Behavioural Simulator Matsim Input Data
10.5281/zenodo.1341706,open,A detailed flowsheet of a 100 MW Solid Oxide Fuel Cell plant modeled in ASPEN PLUS
10.5281/zenodo.3862337,open,Effective use of personal health records to support emergency services
10.5281/zenodo.5516592,open,A Synthetic Global Spatiotemporal Sampled River Discharge Database for Different Satellite Altimetry Mission Orbits
10.5281/zenodo.3712821,open,Chemical modification of proteins by insertion of synthetic peptides using tandem protein trans-splicing
10.5061/dryad.mh57b,open,"Data from: A synthetic, catalytic and theoretical investigation of an unsymmetrical SCN pincer palladacycle"
10.5281/zenodo.3931987,open,Synthetic data based on IPUMS microcensus data for mobility between NUTS3 areas of Europe
10.5281/zenodo.3554024,open,"Source data for ""Synthetic gauge fields for phonon transport in a nano-optomechanical system"""
10.5281/zenodo.3908167,open,Synthetic LOS and interarrival time data for COPD patients in the Cwm Taf region
10.5281/zenodo.1238529,open,Synthetic dataset for the testing of local conditioning of regularization function using geological uncertainty.
10.5281/zenodo.6342553,open,Synthetic Data for Uplift Modeling and Heterogenous Treatment Effect with Known Counterfactuals and ITE
10.5281/zenodo.2632999,open,"Experimental data and benchmarks used in the paper ""Nucleosome Dynamics: A new tool for the dynamic analysis of nucleosome positioning"""
10.5281/zenodo.5716828,open,The Harris dataset for 1H12C14N
10.5061/dryad.2mn50,open,Data from: Shared genomic regions between derivatives of a large segregating population of maize identified using bulked segregant analysis sequencing and traditional linkage analysis
10.5281/zenodo.3981252,open,Ultra-wideband SAR Tomography on asteroids : FDBP and Compressive Sensing datasets
10.5281/zenodo.2833419,open,"Final data of the adjoint-state full waveform tsunami source inversion, applied to Chile-Iquique tsunami event"
10.5281/zenodo.5643001,open,Code and input files Nov 2021
10.5281/zenodo.3934712,open,A large-scale wide-baseline light field dataset - Part II
10.5281/zenodo.4738492,open,Photoevaporation vs. Core-Powered Mass-Loss: Posterior Distributions
10.5281/zenodo.4911586,open,Data set for the Hawaiian ULVZ
10.5281/zenodo.6326869,open,PROTEIN 2.0 survey data
10.5281/zenodo.3731928,open,Forest structure database for plantation forests over China-CPSDv0
10.5281/zenodo.4548922,open,Understanding the model representation of clouds based on visible and infrared satellite observations - a data set
10.1109/TIP.2021.3051761,open,A large-scale wide-baseline light field dataset - Part III
10.5281/zenodo.3931237,open,A large-scale wide-baseline light field dataset - Part I
10.5281/zenodo.6373658,open,vAMoS: eVent Abstraction via Motifs Search - Appendix
10.5281/zenodo.4400651,open,BEE4EXP
10.5061/dryad.5rk1851,open,Data from: The role of volatile plant secondary metabolites as pre-ingestive cues and potential toxins dictating diet selection by African elephants
10.5061/dryad.m905qfv2q,open,"Conceptualizing relationships among hyporheic exchange, storage, and water age: data represented in published figures"
10.5061/dryad.6tc06,open,Data from: Phylogenetic evidence from freshwater crayfishes that cave adaptation is not an evolutionary dead-end
10.5281/zenodo.4289403,open,Interactions of fungal entomopathogens with synthetic insecticides for the control of Kuschelorhynchus macadamiae (Coleoptera: Curculionidae)
10.5281/zenodo.5113235,open,Synthetic 4D STEM dataset based on a SrTiO3 supercell with two additional artificial spatial frequencies
10.5281/zenodo.5199540,open,HIKARI-2021: Generating Network Intrusion Detection Dataset Based on Real and Encrypted Synthetic Attack Traffic
10.5281/zenodo.2668210,open,Fully synthetic longitudinal real-world data from hearing aid wearers for public health policy modeling
10.5281/zenodo.166732,open,A modular set of synthetic spectral energy distributions for young stellar objects - Robitaille (2017) - v1.1
10.5061/dryad.8j60q,open,Data from: Synthesis of phylogeny and taxonomy into a comprehensive tree of life
10.5061/dryad.j9kd51c9s,open,Hales discontinuity in the southern Indian continental lithosphere: seismological and petrological models
10.5061/dryad.7wm37pvp0,open,"Low adaptive potential for tolerance to ethynylestradiol, but also low toxicity, in a grayling population (Thymallus thymallus)"
10.5281/zenodo.439934,open,Nanohydrogel Brushes for Switchable Underwater Adhesion - Dataset
10.5061/dryad.2v6wwpzk6,open,A dicamba resistance endowing IAA16 mutation leads to significant vegetative growth defects and impaired competitiveness in kochia (Bassia scoparia)
10.5281/zenodo.5788701,open,Explaining human mobility predictions through a pattern matching algorithm
10.5281/zenodo.5784502,open,Improved Bathymetric Prediction using Geological Information: SYNBATH
10.5281/zenodo.5811855,closed,_A_SxPGuidedPathway-GCMS.output.raw
10.5281/zenodo.801800,open,2016 Gypsy Moth Assessment - Southern New England
10.5281/zenodo.3835913,open,RuBQ
10.5281/zenodo.3706351,open,Inference of single-cell phylogenies from lineage tracing data with Cassiopeia
10.5281/zenodo.3833939,open,RuBQ
10.5281/zenodo.3600534,open,The northern terminus of Cascadia subduction  - Supporting data
10.5281/zenodo.1229328,open,Dataset and Software for Abstraction Materialization Maintenance
10.5281/zenodo.4579627,open,SCEC Community Rheology Model (CRM)
10.5281/zenodo.4124562,open,Seized ecstasy pills: image dataset (full resolution jpg)
10.5281/zenodo.1402054,open,SynFlux: a sythetic dataset of atmospheric deposition and stomatal uptake at flux tower sites
10.5061/dryad.68864,open,Data from: Analyzing negative feedback using a synthetic gene network expressed in the Drosophila melanogaster embryo
10.5281/zenodo.5718820,open,"Synthetic cryo electron subtomograms containing biomolecular complexes with continuous conformational variability, used for validating TomoFlow method"
10.5281/zenodo.5043712,open,Effects of the treatments by synthetic strigolactone (SL) and SL-enriched biostimulant on tomato fruit development.
10.5281/zenodo.6232628,open,"The supplement for article ""A synthetic analogue of the mineral ivanyukite: sorption behavior to lead cations"""
10.25747/rt82-5275,open,Daily profiles (2020) of load of an urban synthetic electricity distribution network from UK – ATTEST project
10.7280/D1VD6G,open,Automatic delineation of glacier grounding lines in differential interferometric synthetic-aperture radar data using deep learning
10.25747/rfde-c940,open,Daily profiles (2020) of load of a rural synthetic electricity distribution network from UK – ATTEST project
10.5281/zenodo.1420391,open,ERASER project: experimental results
10.5061/dryad.s7355g5,open,Data from: No additive genetic variance for tolerance to ethynylestradiol exposure in natural populations of brown trout (Salmo trutta)
10.5061/dryad.8206227,open,Data from: Verbalizing phylogenomic conflict: representation of node congruence across competing reconstructions of the neoavian explosion
10.5061/dryad.0sn63,open,"Data from: The effects of dietary macronutrients on flight ability, energetics, and fuel metabolism of yellow-rumped warblers Setophaga coronata"
10.5281/zenodo.4899864,open,Data for: Hydraulic model calibration using CryoSat-2 observations in the Zambezi catchment
10.1093/mnras/stab2140,open,Inlists for paper: Simulating a stellar contact binary merger – I. Stellar models
10.5061/dryad.122sv,open,Data from: Bacterial quorum sensing and metabolic incentives to cooperate
10.5281/zenodo.322630,open,"Data and results for manuscript ""Flow dynamics in hyper-saline aquifers: hydro-geophysical monitoring and modeling"""
10.5281/zenodo.3989590,open,Simplified Event Logs for Sepsis Patient Trajectories
10.5281/zenodo.5761427,open,dataset on OAM sorted petal beam
10.5281/zenodo.4625218,open,High-resolution synthetic UV–submm images for simulated Milky Way-type galaxies from the Auriga project (Au 16-20)
10.5281/zenodo.1122596,open,2018 IEEE IUS SA-VFI Challenge
10.5281/zenodo.5810287,closed,_A_AgroinfNonGuidedPathwayywithConstitutivedCas9EV-GCMS.output.raw
10.5281/zenodo.3855293,open,"Data citation for a forward stratigraphic-based porosity and permeability model developed for the Volve field, Norway."
10.5281/zenodo.4616351,open,High-resolution synthetic UV–submm images for simulated Milky Way-type galaxies from the Auriga project (Au 1-4)
10.5281/zenodo.4624122,open,High-resolution synthetic UV–submm images for simulated Milky Way-type galaxies from the Auriga project (Au 27-30)
10.5281/zenodo.4618346,open,High-resolution synthetic UV–submm images for simulated Milky Way-type galaxies from the Auriga project (Au 5-8)
10.5281/zenodo.4619608,open,High-resolution synthetic UV–submm images for simulated Milky Way-type galaxies from the Auriga project (Au 9-15)
10.5281/zenodo.5524373,open,Evaluation set DCASE 2021 task 4 (for submissions)
10.5281/zenodo.4624106,open,High-resolution synthetic UV–submm images for simulated Milky Way-type galaxies from the Auriga project (Au 21-26)
10.5061/dryad.prr4xgxp2,open,Investigating gas-exchange performance between wheat landraces and commercial varieties
10.5281/zenodo.3518788,open,"Synthetic catalog of seismicity and stressing rate history for ""Scaling and variability of interacting repeating earthquake sequences controlled by asperity density"""
10.5281/zenodo.4627924,open,Deep learning for simultaneously interpreting 3D seismic horizons and faults by estimating a relative geologic time volume
10.5281/zenodo.4120340,open,Seized ecstasy pills: infrared spectra and image datasets (low resolution jpg)
10.5281/zenodo.3672545,open,Dataset: Expansion and re-classification of the extracytoplasmic function (ECF) σ factor family
10.5061/dryad.n8pk0p2sd,open,Data from: Footprint of the host restriction factors APOBEC3 on the genome of human viruses
10.5281/zenodo.5414555,open,Synthetic dataset of a full wavefield representing the propagation of Lamb waves and their interactions with delaminations
10.5281/zenodo.572233,open,A modular set of synthetic spectral energy distributions for young stellar objects - Robitaille (2017) - v1.1 [Hyperion files]
10.5281/zenodo.5794671,open,ASVspoof2019LA-Sim: Augmented Dataset for An Empirical Study on Channel Effects for Synthetic Voice Spoofing Countermeasure Systems
10.5281/zenodo.4980486,open,Rational design and optimization of synthetic gene switches for controlling cell-fate decisions in pluripotent stem cells
10.5281/zenodo.6330915,open,Genome of the isolates: Enhanced cultured diversity of the mouse gut microbiota enables custom-made synthetic communities
10.5281/zenodo.6395166,open,"Small datasets, semi-synthetic datasets and single tissue analyses from Labory and Le Bideau et al study"
10.5061/dryad.qq08m,open,Data from: Invasive plants have scale-dependent effects on diversity by altering species-area relationships
10.5281/zenodo.290181,open,Lyman-alpha forest simulations used for the measurement of the smoothing scale of the intergalactic medium
10.5061/dryad.j1pt126,open,Data from: Random heteropolymers preserve protein function in foreign environments
10.5061/dryad.7wm37pvr6,open,Raw images of targeted gearshifting in actin-based active nematic liquid crystals
10.5061/dryad.6045tk0,open,Data from: Label-free sensitive detection of influenza virus using PZT discs with a synthetic sialylglycopolymer receptor layer
10.5281/zenodo.6381864,open,Identification of Sclareol As a Natural Neuroprotective Cav1.3-Antagonist Using Synthetic Parkinson-Mimetic Gene Circuits and Computer-Aided Drug Discovery
10.5281/zenodo.5720317,open,Cooperative Driving Dataset (CODD)
10.5281/zenodo.4285733,open,Seismic simulation of paleokarst systems and deep learning for characterizing paleokarst features in 3D seismic images
10.5281/zenodo.5865157,open,DrCyZ: Techniques for analyzing and extracting useful information from CyZ.
10.5281/zenodo.5801914,open,Data for Cyrillic Reference Parsing
10.5281/zenodo.6283669,open,Synthetic populations and trajectories for sdB stars ejected from the single degenerate helium donor channel for thermonuclear supernovae
10.5061/dryad.ttdz08kv4,open,"Data from: Biomimicry of iridescent, patterned insect cuticles: comparison of biological and synthetic, cholesteric microcells using hyperspectral imaging"
10.5281/zenodo.268929,open,"Data set to article ""Synthetic inversions for density using seismic and gravity data"" by Blom, Boehm and Fichtner"
10.5281/zenodo.3462803,open,"Enhanced Synthetic Texas 2,000 bus (ACTIVSg2000) test case w/synthesized dynamic parameters of wind generation and protective devices"
10.5281/zenodo.3706440,open,Synthetic model parameters for the comparison between an equivalent source and a minimum curvature interpolator of aeromagnetic data
10.5281/zenodo.4431796,open,3-D geological and petrophysical models with synthetic geophysics based on data from the Hamersley region (Western Australia)
10.5281/zenodo.3941890,open,Synthetic river datasets built for testing and development of the Surface Water and Ocean Topography mission discharge algorithms
10.5281/zenodo.2560773,open,BirdVox-scaper-10k: a synthetic dataset for multilabel species classification of flight calls from 10-second audio recordings
10.5281/zenodo.4981140,open,Synthetic realistic noise-corrupted PPG database and noise generator for the evaluation of PPG denoising and delineation algorithms
10.5061/dryad.931zcrjjg,open,"Synthesis, characterization and CO2 adsorption studies of DABCO based pillared Zn-BDC and Co-BDC metal organic frameworks"
10.5281/zenodo.5810257,closed,_A_AgroinfGuidedPathwaywithConstitutivedCas9EV-GCMS.output.raw
10.5281/zenodo.5810197,closed,_A_AgroinfFinalConstructsdCas9EV-GCMS.output.raw
10.5061/dryad.p8cz8w9mj,open,Data from: Genome-wide CRISPR synthetic lethality screen identifies a role for the ADP-ribosyltransferase PARP14 in replication fork stability controlled by ATR
10.5281/zenodo.16191,open,"Supplement to ""Estimation of the total magnetization direction of approximately spherical bodies"""
10.5281/zenodo.4925962,open,Original data
10.5061/dryad.cs6t6,open,Data from: Implementation of complex biological logic circuits using spatially distributed multicellular consortia
10.5281/zenodo.5810279,closed,_A_AgroinfNonGuidedPathwaywithCopperInducibledCas9EV-GCMS.output.raw
10.5281/zenodo.3689089,open,Topological Botnet Detection
10.5061/dryad.mw6m905z2,open,Geographic variation in the matching between call characteristics and tympanic sensitivity in the Weeping lizard
10.5281/zenodo.2635573,open,Computational Artifacts for Performance Feedback Autoscaling Experiments with Workloads of Workflows in Apache Airflow
10.5061/dryad.hmgqnk9f6,open,Resistance-recovery tradeoff of soil microbial communities under altered rain regimes: An experimental test across European agroecosystems
10.5061/dryad.4gt21,open,Data from: Spatial patterns and predictors of trophic control in marine ecosystems
10.5061/dryad.7jm87bt,open,Data from: Measured perceptual nonlinearities show how ON-OFF asymmetric processing improves motion estimation in natural scenes
10.5061/dryad.2qp80,open,Data from: A unified model explains commonness and rarity on coral reefs
10.5281/zenodo.5174952,open,Riboswitch-inspired toehold riboregulators for gene regulation in Escherichia coli
10.5061/dryad.ht76hdrgg,open,Electrophysiological recordings showing allosteric modulation of LRRC8 channels by targeting their cytoplasmic domains with specific sybodies
10.5061/dryad.905qfttjk,open,Photodynamic inactivation of Lasiodiplodia theobromae: lighting the way towards an environmentally friendly phytosanitary treatment
10.5061/dryad.vmcvdncp4,open,The cost and benefit of quorum sensing controlled bacteriocin production in Lactobacillus plantarum
10.5061/dryad.ksn02v743,open,Flexible analysis of animal behavior via time-resolved embedding
10.5281/zenodo.4122023,open,Human Stromal Antigen 1 (STAG1) Cohesin Subunit SA-1; A Target Enabling Package
10.5281/zenodo.4173256,open,"Periglacial ground movement and environmental variables in the Gaissane mountain massif, Northern Norway"
10.5061/dryad.2459s12,open,Data from: Intercomparison of photogrammetry software for three-dimensional vegetation modelling
10.5061/dryad.6n5h0pb,open,Data from: Flowers respond to pollinator sound within minutes by increasing nectar sugar concentration.
10.5061/dryad.mp238,open,Data from: Elevational differences in developmental plasticity determine phenological responses of grasshoppers to recent climate warming
10.5061/dryad.47c8q50,open,Data from: Influence of synthetic abscisic acid (ABA) seed coating on seed germination rate and timing of Bluebunch wheatgrass
10.5281/zenodo.5501388,open,Synthetic data set to evaluate and benchmark the performance of multiple linear regression algorithms in Scikit-Learn and SANElib
10.5281/zenodo.2617248,open,"Data for paper ""Using synthetic semiochemicals to train canines to detect bark beetle-infested trees"" in Ann For Sci"
10.5281/zenodo.4906228,open,Synthetic dataset from pore network simulations of streaming potential generation in saturated porous media with different pore size distributions
10.5281/zenodo.6340159,restricted,Datasets for the integration of MT data with magnetic inversion: proof-of-concept using synthetic data and field application
10.5061/dryad.vdncjsxrr,open,Best-practice forestry management delivers diminishing returns for coral reefs with increased land-clearing
10.5061/dryad.jwstqjq5r,open,Extinction-immigration dynamics lag behind environmental filtering in shaping the composition of tropical dry forests within a changing landscape
10.5281/zenodo.1410808,open,"Dataset from ""Combined Landsat and L-Band SAR Data Improves Land Cover Classification and Change Detection in Dynamic Tropical Landscapes"""
10.5281/zenodo.5498285,open,ED2-hydro model output from simulations at Barro Colorado Island
10.5281/zenodo.1341693,open,Data and materials for Wallace et al (2018) Self-report versus electronic medical record recorded healthcare utilisation in older community-dwelling adults: comparison of two prospective cohort studies v1.2
10.5061/dryad.qfttdz0f1,open,Data from: Multi-species restoration accelerates recovery of extinguished oyster reefs
10.5061/dryad.dt1h407,open,Data from: Varying the spatial arrangement of synthetic herbivore-induced plant volatiles and companion plants to improve conservation biological control
10.5061/dryad.45bf4,open,Data from: Division of labor as a bipartite network
10.5061/dryad.f80bh,open,Data from: Increased survival of experimentally evolved antimicrobial peptide-resistant Staphylococcus aureus in an animal host
10.7272/Q6CC0XXJ,open,DNA scaffolds enable efficient and tunable functionalization of biomaterials for immune cell modulation
10.5061/dryad.sj3tx9636,open,Mechanistic dissection of increased enzymatic rate in a phase-separated compartment
10.5281/zenodo.4775398,open,"Seasonal InSAR thaw subsidence and frost heave time series in central and western Spitsbergen, Svalbard"
10.5061/dryad.t1g1jwt2x,open,The XRD and IR results of silicalite-1 seeds
10.5061/dryad.478t9,open,Data from: Whole organism lineage tracing by combinatorial and cumulative genome editing
10.5061/dryad.b3g67,open,"Data from: New material of Palaeoamasia kansui (Embrithopoda, Mammalia) from the Eocene of Turkey and a phylogenetic analysis of Embrithopoda at the species level"
10.5061/dryad.4vg4k9h,open,Data from: Plant odour and sex pheromone are integral elements of specific mate recognition in an insect herbivore
10.5281/zenodo.1463262,open,Julio-Yanes/Yanes_Cannabis_MetaAnalysis: Effects of Cannabinoid Administration for Pain: A Meta-Analysis and Meta-Regression
10.5281/zenodo.3890240,open,Data set: Can ocean community production and respiration be determined by measuring high-frequency oxygen profiles from autonomous floats?
10.5061/dryad.3j9kd51dz,open,Data for: Tunable self-cleaving ribozymes for modulating gene expression in eukaryotic systems
10.5281/zenodo.3233952,open,Defective HNF4alpha-dependent gene expression as a driver of hepatocellular failure in alcoholic hepatitis [Suppl Data]
10.5061/dryad.5mkkwh76f,open,High-resolution mapping of the period landscape reveals polymorphism in cell cycle frequency tuning
10.5061/dryad.m7f8n,open,Data from: Determination of sulfonamides in milk by capillary electrophoresis with PEG@MoS2 as a dispersive solid-phase extraction sorbent
10.6078/D1P09W,open,Kinesin and dynein use distinct mechanisms to bypass obstacles
10.5061/dryad.57tj1,open,Data from: Behavioural tuning in a tropical amphibian along an altitudinal gradient
10.5061/dryad.mc443qs,open,Data from: Multi-driver and multi-scale assessment of vine community structure and composition across a complex tropical environmental matrix
10.5061/dryad.g83f29f,open,"Data from: Integrated culturing, modeling and transcriptomics uncovers complex interactions and emergent behavior in a three-species synthetic gut community"
10.5281/zenodo.5055706,open,Dataset: Import options for chemical energy carriers from renewable sources to Germany
10.5061/dryad.kwh70rz5k,open,M-values from Illumina EPIC BeadChip DNA methylation analyses on DNA in whole blood for children exposed to PFAS
10.5281/zenodo.6381801,open,UCIS4EQ: sample outputs
10.5281/zenodo.4916151,open,Multiple Alternative Promoters and Alternative Splicing Enable Universal Transcription-Based Logic Computation in Mammalian Cells
10.5061/dryad.1c59zw3rh,open,The extraterrestrial dust flux: size distribution and mass contribution estimates inferred from the Transantarctic Mountain (TAM) micrometeorite collection
