doi,access_right,title,description
10.5061/dryad.cs6t6,open,Data from: Implementation of complex biological logic circuits using spatially distributed multicellular consortia,"Engineered synthetic biological devices have been designed to perform a variety of functions from sensing molecules and bioremediation to energy production and biomedicine. Notwithstanding, a major limitation of in vivo circuit implementation is the constraint associated to the use of standard methodologies for circuit design. Thus, future success of these devices depends on obtaining circuits with scalable complexity and reusable parts. Here we show how to build complex computational devices using multicellular consortia and space as key computational elements. This spatial modular design grants scalability since its general architecture is independent of the circuit's complexity, minimizes wiring requirements and allows component reusability with minimal genetic engineering. The potential use of this approach is demonstrated by implementation of complex logical functions with up to six inputs, thus demonstrating the scalability and flexibility of this method. The potential implications of our results are outlined."
10.5281/zenodo.4925962,open,Original data,"<p>Original data&nbsp; for paper -- Recovering 3D Basement Relief Using Gravity Data &nbsp;Through Convolutional Neural Networks</p>

<p>The data include:&nbsp;synthetic data (symmetry model, asymmetry, and complex model&nbsp;), case study.&nbsp; All of them include: the model (X, Y, Z), gravity station (xp, yp, zp), density contrast tho or the patameters of density contrast (aa bb cc dd).&nbsp;</p>

<p>Case study data from USGS (Roberts, 2002)(U.S. Geological Survey). Its url is : https://pubs.usgs.gov/of/2002/0353/getdata.html</p>

<p>Roberts, Carter, Jachens, Robert, Katzenstein, Allan, Smith, Gregory, Johnson, Russell, 2002, Gravity map and data of the eastern half of the Big Bear Lake, 100,000 scale quadrangle, California and analysis of the depths of several basins: U.S. Geological Survey Open-File Report 02 -353,&nbsp;<em>https://pubs.usgs.gov/of/2002/0353/</em>.</p>

<p>&nbsp;</p>"
10.5061/dryad.931zcrjjg,open,"Synthesis, characterization and CO2 adsorption studies of DABCO based pillared Zn-BDC and Co-BDC metal organic frameworks","<p><span>This study focuses on pre-synthetic functionalized MOF material normally known as pillared layer MOFs. An additional component DABCO (1,4-diazabicyclo[2.2.2] octane) is added to the MOFs which works as a pillar to produce 3d structured MOFs. Zn-BDC-DABCO and Co-BDC-DABCO were studied for their performance in CO<sub>2</sub> capture application. The addition of DABCO turns the 2d-layered metal-BDC lattice to a 3d structure with enhance performance for CO<sub>2</sub> capture. The MOFs were characterized using XRD, SEM, TGA, FTIR and BET and the CO<sub>2</sub> capture capacity was tested at 25</span><span>°C and 0-25 bar. Zn-BDC-DABCO and Co-BDC-DABCO showed a maximum adsorption capacity of 6.3 and 4.4 mol/kg CO<sub>2</sub>.</span></p>"
10.5281/zenodo.16191,open,"Supplement to ""Estimation of the total magnetization direction of approximately spherical bodies""","<p>Supplementary data and source code to &quot;Estimation of the total magnetization direction of approximately spherical bodies&quot;.</p>

<p>Article submitted for publication to Nonlinear Processes in Geophysics.</p>

<p>The original submission and open peer-review can be viewed at http://dx.doi.org/10.5194/npgd-1-1465-2014</p>

<p>This is an archive of the git version controlled repository containing: the manuscript LaTeX source files; IPython notebooks (www.ipython.org) containing source code to perform the applications to synthetic and real data; the total field magnetic anomaly data used in the real data application.</p>

<p>See the original repository at https://github.com/pinga-lab/Total-magnetization-of-spherical-bodies</p>

<p>The source code that implements the proposed methodology is included in version 0.3 of the open-source software Fatiando a Terra (www.fatiando.org). See module fatiando.gravmag.magdir.</p>"
10.5281/zenodo.3689089,open,Topological Botnet Detection,"<p>Large-scale topological botnet detection datasets for graph machine learning&nbsp;and network security, containing 4 different types of synthetic botnet topologies and 2 different real botnet topologies overlaid onto large real-world&nbsp;background traffic communication networks.</p>

<p>Each dataset contains a specific botnet topology, with 960 graphs in total, randomly split to train/val/test sets.&nbsp;There are labels on both nodes and edges indicating whether they were in the botnet (evil) community. Learning tasks could target at predicting on&nbsp;nodes&nbsp;to detect whether they are botnet nodes, or recovering the whole botnet community by also predicting on edges as whether they belong to the original botnet.</p>

<p>There are no unique features on nodes or edges, as the detection is purely based on topological properties within the graph (topological discovery).</p>

<p>&nbsp;</p>"
10.5061/dryad.mw6m905z2,open,Geographic variation in the matching between call characteristics and tympanic sensitivity in the Weeping lizard,"<p>Effective communication requires a match among signal characteristics, environmental conditions, and receptor tuning and decoding. The degree of matching, however, can vary, among others due to different selective pressures affecting the communication components. For evolutionary novelties, strong selective pressures are likely to act upon the signal and receptor to promote a tight match among them. We test this prediction by exploring the coupling between the acoustic signals and auditory sensitivity in <em>Liolaemus chiliensis,</em> the Weeping lizard, the only one of more than 285 <em>Liolaemus</em> species that vocalizes. Individuals emit distress calls that convey information of predation risk to conspecifics, which may respond with antipredator behaviors upon hearing calls. Specifically, we explored the match between spectral characteristics of the distress calls and the tympanic sensitivities of two populations separated by more than 700 km, for which previous data suggested variation in their distress calls. We found that populations differed in signal and receptor characteristics and that this signal variation was explained by population differences in body size. No precise match occurred between the communication components studied, and populations differed in the degree of such correspondence. We suggest that this difference in matching between populations relates to evolutionary processes affecting the Weeping lizard distress calls.</p>"
10.5061/dryad.hmgqnk9f6,open,Resistance-recovery tradeoff of soil microbial communities under altered rain regimes: An experimental test across European agroecosystems,"<ol>
	<li>With the increased occurrence of climate extremes, there is an urgent need to better understand how management strategies affect the capacity of the soil microbial community to maintain its ecosystem functions (e.g. nutrient cycling).</li>
	<li>To address this issue, intact monoliths were extracted from conventional and ecological managed grasslands in three countries across Europe and exposed under common air condition (temperature and moisture) to one of three altered rain regimes (dry, wet and intermittent wet/dry) as compared to a normal regime. Subsequently, we compared the resistance and recovery of the soil microbial biomass, potential enzyme activities and community composition.</li>
	<li>The microbial community composition differed with soil management and rain regimes. Soil microbial biomass increased from the wetter to the dryer rain regime, paralleling an increase of available carbon and nutrients, suggesting low sensitivity to soil moisture reduction but nutritional limitations of soil microbes. Conversely, enzyme activities decreased with all altered rain regimes.</li>
	<li>Resistance and recovery (considering absolute distance between normal and altered rain regime) of the microbial communities depended on soil management. Conventional-intensive management showed higher resistance of two fundamental properties for nutrient cycling (i.e. bacterial biomass and extracellular enzyme activities) yet associated with more important changes in microbial community composition. This suggests an internal community reorganization promoting biomass and activity resistance. Conversely, under ecological management bacterial biomass and enzyme activities showed better recovery capacity, whereas no or very low recovery of these properties was observed under conventional management. These management effects were consistent across the three altered rain regimes investigated, indicating common factors controlling microbial communities' response to different climate-related stresses.</li>
	<li>Synthesis and applications: Our study provides experimental evidence for an important trade-off for agro-ecosystem management between i.) stabilizing nutrient cycling potential during an altered rain regime period at the expense of very low recovery capacity and potential long term effect (conventional sites) and ii.) promoting the capacity of the microbial community to recover its functional potential after the end of the stress (ecological sites). Thus management based on ecologically sound principles may be the best option to sustain long-term soil functioning under climate change.</li>
</ol>"
10.5281/zenodo.2635573,open,Computational Artifacts for Performance Feedback Autoscaling Experiments with Workloads of Workflows in Apache Airflow,"<p>These computational artifacts&nbsp;are related to the software artifacts DOI:10.5281/zenodo.2635571</p>

<p><strong>The content of the computational&nbsp;artifacts:</strong></p>

<ul>
	<li><strong>experiments.pdf</strong>&nbsp;contains the list of all the conducted experiments with the Airflow system. Experiment IDs are not sequential since some experiments required rerunning, etc., we report only successful results. The file lists different experiment configurations, e.g., the number of processed workflows, the name of the used workload, the user budgets, and PFA settings.</li>
	<li><strong>db.tar.gz</strong>&nbsp;contains directories with Airflow database snapshots and autoscaler logs. The names of the directories correspond to those listed in `experiments.pdf`. Each experiment directory contains an autoscaler log and a full copy of a PostgreSQL database directory just after each experiment finished. The database name is `airflow`, the user name is `ailyushk`. Within each database, most of the paper-related data are stored in the `stat_log` table. The scripts for extracting data from these databases are available as software artifacts in `tools/analysis`.</li>
	<li><strong>gurobi.tar.gz</strong>&nbsp;contains the results obtained from the Gurobi solver when solving the MIP model.</li>
	<li><strong>pdf.tar.gz</strong>&nbsp;contains all the figures in pdf format, also those that were not included neither in the paper nor in the technical report. The scripts for creating this plots are delivered as software artifacts.</li>
	<li><strong>csv.tar.gz</strong>&nbsp;contains the analysis results extracted from Airflow database snapshots. These files are used to create the plots in the `pdf` directory. The scripts for doing this are delivered as software artifacts.</li>
	<li><strong>wl1.tar.gz</strong>&nbsp;is the first synthetic realistic workload (WL I) with three subsets of 200 workflows each (`1_0`, `1_1`, `1_2`). Each directory contains the file with interarrivals `interarrivals.txt`, and the file with workflow IDs `workload.txt` in the subset. The `dags` directory contains Python-based Airflow descriptors and CSV files that summarise the same descriptors in CSV format for simpler analysis. The scripts for extracting workload statistics from these CSV files are available in the software artifacts in `tools/analysis`. The `inputs` directory contains initial input files for each worfklow. The `dax` contains original DAX files obtained from the generator: <a href=""https://github.com/pegasus-isi/WorkflowGenerator/tree/master/bharathi/src/simulation/generator"">https://github.com/pegasus-isi/WorkflowGenerator/tree/master/bharathi/src/simulation/generator</a></li>
	<li><strong>wl2.tar.gz</strong>&nbsp;is the second synthetic realistic workload (WL II) with three subsets of 200 workflows each (`4_0`, `4_1`, `4_2`). Has similar structure as `wl1.tar.gz`, except that `dax` directory is omitted, as WL II uses the same DAX structures as WL I.</li>
	<li><strong>wl3.tar.gz</strong>&nbsp;is the small synthetic workload based on WL I for the experiment with the MIP solver, contains three subsets with 5 workflows in each, all in the `3_0` directory (thus, the structure differs from the WL I and WL II). The input data files are empty. The identifiers of workflows forming each subset are stored in the `workload_1.txt`, `workload_2.txt`, and `workload_3.txt` files.</li>
</ul>"
10.5281/zenodo.4906228,open,Synthetic dataset from pore network simulations of streaming potential generation in saturated porous media with different pore size distributions,"<p>The present dataset results from the 2-D pore network simulations of&nbsp;electrokinetic coupling to study the effect of the pore size distribution upon this electrokinetic mechanism. These simulations allow a detailed study of the influence of a large range of permeabilities (from 10&minus;16 to 10&minus;10 m2) for different ionic concentrations (from 10&minus;4 to 1 mol/L). The data set is available in xlsx or in txt (coma separated).</p>

<p>The details of the corresponding study can be found in the attached author version of the published paper.&nbsp;If you use these data, please cite the paper published in JGR:</p>

<p>Jougnot, D.<strong>,</strong> Mendieta, A., Leroy, P., Maineult, A. (2019) Exploring the effect of the pore size distribution on the streaming potential generation in saturated porous media, insight from pore network simulations, <em>Journal of Geophysical Research: Solid Earth</em>, 124(6), 5315-5335, <a href=""https://www.google.com/url?q=https%3A%2F%2Fagupubs.onlinelibrary.wiley.com%2Fdoi%2Fabs%2F10.1029%2F2018JB017240&amp;sa=D&amp;sntz=1&amp;usg=AFQjCNELYeuE2jmr9bF21T6fWCtcKDI_ug"">doi:10.1029/2018JB017240</a><em>. </em></p>

<p>&nbsp;</p>"
10.5061/dryad.47c8q50,open,Data from: Influence of synthetic abscisic acid (ABA) seed coating on seed germination rate and timing of Bluebunch wheatgrass,"Semi-arid rangeland degradation is a reoccurring issue throughout the world. In the Great Basin of North America, seeds sown in the fall to restore degraded sagebrush (Artemisia spp.) steppe plant communities may experience high mortality in winter due to exposure of seedlings to freezing temperatures and other stressors. Delaying germination until early spring when conditions are more suitable for growth may increase survival. We evaluated the use of BioNikTM (Valent BioSciences LLC) synthetic abscisic acid (S-ABA) to delay germination of bluebunch wheatgrass (Pseudoroegneria spicata). Seed was either left untreated or coated at five separate rates of S-ABA ranging from 0.25 - 6.0 g 100 g-1 of seed. Seeds were incubated at five separate constant temperatures from 5-25 °C. From the resultant germination data, we developed quadratic thermal accumulation models for each treatment and applied them to four-years of historic soil moisture and temperature data across six sagebrush steppe sites to predict germination timing. Total germination percentage remained similar across all temperatures except at 25 °C, where high S-ABA rates had slightly lower values. All S-ABA concentrations delayed germination, with the greatest delays at 5-10 °C. For example, the time required for 50% of the seeds to germinate at 5 °C was increased by 16 - 46 d, depending on the amount of S-ABA applied. Seed germination models predicted that the majority of untreated seed would germinate 5-11 weeks after a 15 October simulated planting date. In contrast, seeds treated with S-ABA were predicted to delay germination to late winter or early spring. These results indicate that S-ABA coatings may delay germination of fall planted seed until conditions are more suitable for plant survival and growth."
10.5281/zenodo.5501388,open,Synthetic data set to evaluate and benchmark the performance of multiple linear regression algorithms in Scikit-Learn and SANElib,<p>The datasets respresent different numbers of columns and rows to measure the scalability of linear regression algorihms in terms of columns and rows.</p>
10.5281/zenodo.2617248,open,"Data for paper ""Using synthetic semiochemicals to train canines to detect bark beetle-infested trees"" in Ann For Sci","<p><strong>ESM_0</strong>&nbsp; &nbsp; &nbsp; Photo. Entrainment of semiochemicals with Porapak <sup>&reg; </sup>Q plug from cylinders used in stimuli delivery in dog training platform. (DOCX)</p>

<p><strong>ESM_1</strong>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Fig. Educational scent platform. (PDF)<br>
<strong>ESM_2&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>Fig. Training platform stimuli layout and decline in response to no<br>
target scent. (PDF)<br>
<strong>ESM_3&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </strong>Table. Evaluation of the dog detection performance as number of<br>
indications with decreasing amounts of scent molecules over time. (PDF)</p>

<p><strong>ESM_4_V1</strong> Video. Educational scent platform in operation. (AVI)<br>
<strong>ESM_4_V2</strong> Video.<em> </em>Placement of cotton scent pad and the location of the scent by dog on a pine (a non-host tree of the beetle). (AVI)<br>
<strong>ESM_4_V3</strong> Video. The search, GPS tracking, and location of natural attacks.<em> </em>(AVI)<br>
<strong>ESM_4_V4</strong> Video. The search, location of two adjacent natural attacks, and rewarding. (AVI)</p>

<p>The dog detection allows timely removal by sanitation logging of first beetle-attacked trees before offspring emergence, preventing local beetle increases. Detection dogs rapidly learned responding to synthetic bark beetle pheromone components, with known chemical titres, allowing search training during winter in laboratory and field. Dogs trained on synthetics detected naturally attacked trees in summer at a distance of &gt;100 m.</p>"
10.5061/dryad.6n5h0pb,open,Data from: Flowers respond to pollinator sound within minutes by increasing nectar sugar concentration.,"Can plants sense natural airborne sounds and respond to them rapidly? We show that Oenothera drummondii flowers, exposed to playback sound of a flying bee or to synthetic sound-signals at similar frequencies, produce sweeter nectar within 3 minutes, potentially increasing the chances of cross pollination. We found that the flowers vibrated mechanically in response to these sounds, suggesting a plausible mechanism where the flower serves as an auditory sensory organ. Both the vibration and the nectar response were frequency-specific: the flowers responded and vibrated to pollinator sounds, but not to higher frequency sound. Our results document for the first time that plants can rapidly respond to pollinator sounds in an ecologically relevant way. Potential implications include plant resource allocation, the evolution of flower shape, and the evolution of pollinators sound. Finally, our results suggest that plants may be affected by other sounds as well, including antropogenic ones."
10.5281/zenodo.4173256,open,"Periglacial ground movement and environmental variables in the Gaissane mountain massif, Northern Norway","<p>Dataset documenting ground movement and environmental conditions at 68&#39;590 common pixels (40 m resolution).<br>
Study area: ca. 148 sqkm area in the Gaissane mountain massif, County of Troms og Finnmark, Northern Norway (70&deg;00&#39;N, 26&deg;14&#39;E).<br>
<br>
Ground movement associated with cryoturbation and solifluction has been detected using a distributed scatterers Synthetic Aperture Radar Interferometry (InSAR) technique based on Sentinel-1 satellite images (2015-2018).<br>
Two-dimensional information (vertical and horizontal in the East-West plane) has been retrieved by combining InSAR results from ascending and descending SAR geometries.<br>
The results are expressed as mean annual ground velocities (mm/yr).<br>
Seven environmental variables are documenting the climatic, geomorphic, hydrological and ecological conditions at similar locations.<br>
The dataset was used to perform statistical modelling using generalized linear model, generalized additive model, generalized boosting method and random forest.</p>"
10.5281/zenodo.4122023,open,Human Stromal Antigen 1 (STAG1) Cohesin Subunit SA-1; A Target Enabling Package,"<p>Loss of function mutations in the cohesin subunit gene <a href=""https://www.ncbi.nlm.nih.gov/gene/10735"">STAG2</a> are common in a variety of cancers (1). These cells become dependent on the paralogous cohesin subunit <a href=""https://www.ncbi.nlm.nih.gov/gene/10274"">STAG1</a> (2-4). Mutants of STAG1 that disrupt the binding to the cohesin subunit <a href=""https://www.ncbi.nlm.nih.gov/gene/5885"">RAD21</a> cannot complement the loss of STAG2. This TEP examines the druggability of STAG1 as a synthetic lethal strategy to treat <em>stag2<sup>-</sup></em> cancers. The TEP includes crystal structures of two domains of STAG1, alone and in complex with Rad21-rderived peptides. We performed screens of a fragment library and identified small molecules bound to pockets in the two domains of STAG1. We also developed assays for binding of RAD21 peptides to STAG1, which can be used to screen for molecules that disrupt binding.</p>"
10.5061/dryad.vmcvdncp4,open,The cost and benefit of quorum sensing controlled bacteriocin production in Lactobacillus plantarum,"Bacteria eliminate competitors via 'chemical warfare' with bacteriocins. Some species appear to adjust bacteriocin production conditionally in response to the social environment. We tested whether variation in the cost and benefit of producing bacteriocins could explain such conditional behaviour, in the bacteria Lactobacillus plantarum. We found that: (1) bacterial bacteriocin production could be upregulated by either the addition of a synthetic autoinducer peptide (PLNC8IF; signalling molecule), or by a plasmid which constitutively encodes for the production of this peptide; (2) bacteriocin production is costly, leading to reduced growth when grown in poor and, to a lesser extent, in rich media; (3) bacteriocin production provides a fitness advantage, when grown in competition with sensitive strains; (4) the fitness benefits provided by bacteriocin production is greater at higher cell densities. These results show how the costs and benefits of upregulating bacteriocin production can depend upon abiotic and biotic conditions."
10.5061/dryad.ksn02v743,open,Flexible analysis of animal behavior via time-resolved embedding,"<p>Uncovering relationships between neural activity and behavior represents a critical challenge, one that would benefit from facile tools that can capture complex structures within large datasets. <span>Here we demonstrate a generalizable strategy for capturing such structures across diverse behaviors: Time-REsolved BehavioraL Embedding (TREBLE). </span>Using data from synthetic trajectories, adult and larval <i>Drosophila</i>, and mice we show how TREBLE captures both continuous and discrete behavioral dynamics, can uncover variation across individuals, detect the effects of optogenetic perturbation in unbiased fashion, and reveal structure in pose estimation data. By applying TREBLE to moving mice, and medial entorhinal cortex (MEC) recordings, we show that nearly all MEC neurons encode information relevant to specific movement patterns, expanding our understanding of how navigation is related to the execution of locomotion. Thus, TREBLE provides a flexible framework for describing the structure of complex behaviors and their relationships to neural activity.</p>"
10.5061/dryad.7jm87bt,open,Data from: Measured perceptual nonlinearities show how ON-OFF asymmetric processing improves motion estimation in natural scenes,"Animals detect motion using a variety of visual cues that reflect regularities in the natural world. Experiments in animals across phyla have shown that motion percepts incorporate both pairwise and triplet spatiotemporal correlations that could theoretically benefit motion computation. However, it remains unclear how visual systems assemble these cues to build accurate motion estimates. Here we use comprehensive measurements of fruit fly motion perception to show how flies combine local pairwise and triplet correlations to reduce variability in motion estimates across natural scenes. By generating synthetic images with statistics controlled by maximum entropy distributions, we showed that the observed improvement occurs only when light-dark asymmetries mimic natural ones. Thus, fly behavior suggests that asymmetric ON-OFF processing is tuned to the particular statistics of natural scenes. Since all animals encounter the world's light-dark asymmetries, many visual systems are likely to use asymmetric ON-OFF processing to improve motion estimation."
10.5061/dryad.4gt21,open,Data from: Spatial patterns and predictors of trophic control in marine ecosystems,"A key question in ecology is under which conditions ecosystem structure tends to be controlled by resource availability vs. consumer pressure. Several hypotheses derived from theory, experiments and observational field studies have been advanced, yet a unified explanation remains elusive. Here, we identify common predictors of trophic control in a synthetic analysis of 52 observational field studies conducted within marine ecosystems across the Northern Hemisphere and published between 1951 and 2014. Spatial regression analysis of 45 candidate variables revealed temperature to be the dominant predictor, with unimodal effects on trophic control operating both directly (r2 = 0.32; P &lt; 0.0001) and indirectly through influences on turnover rate and quality of primary production, biodiversity and omnivory. These findings indicate that temperature is an overarching determinant of the trophic dynamics of marine ecosystems, and that variation in ocean temperature will affect the trophic structure of marine ecosystems through both direct and indirect mechanisms."
10.5061/dryad.ht76hdrgg,open,Electrophysiological recordings showing allosteric modulation of LRRC8 channels by targeting their cytoplasmic domains with specific sybodies,"<p>Members of the LRRC8 family form heteromeric assemblies, which function as volume-regulated anion channels. These modular proteins consist of a transmembrane pore and cytoplasmic leucine-rich repeat (LRR) domains. Despite their known molecular architecture, the mechanism of activation and the role of the LRR domains in this process has remained elusive. Here we have addressed this question by generating synthetic nanobodies, termed sybodies, which target the LRR domain of the obligatory subunit LRRC8A.We used these binders to investigate their interaction with homomeric LRRC8A channels by cryo-electron microscopy and the consequent effect on channel activation by electrophysiology. The five identified sybodies either inhibit or enhance activity by binding to distinct epitopes of the LRR domain, thereby altering channel conformations. In combination, our work provides a set of specific modulators of LRRC8 proteins and reveals the role of their cytoplasmic domains as regulators of channel activity by allosteric mechanisms.</p>"
10.5061/dryad.mp238,open,Data from: Elevational differences in developmental plasticity determine phenological responses of grasshoppers to recent climate warming,"Annual species may increase reproduction by increasing adult body size through extended development, but risk being unable to complete development in seasonally limited environments. Synthetic reviews indicate that most, but not all, species have responded to recent climate warming by advancing the seasonal timing of adult emergence or reproduction. Here, we show that 50 years of climate change have delayed development in high-elevation, season-limited grasshopper populations, but advanced development in populations at lower elevations. Developmental delays are most pronounced for early-season species, which might benefit most from delaying development when released from seasonal time constraints. Rearing experiments confirm that population, elevation and temperature interact to determine development time. Population differences in developmental plasticity may account for variability in phenological shifts among adults. An integrated consideration of the full life cycle that considers local adaptation and plasticity may be essential for understanding and predicting responses to climate change."
10.5061/dryad.2qp80,open,Data from: A unified model explains commonness and rarity on coral reefs,"Abundance patterns in ecological communities have important implications for biodiversity maintenance and ecosystem functioning. However, ecological theory has been largely unsuccessful at capturing multiple macroecological abundance patterns simultaneously. Here, we propose a parsimonious model that unifies widespread ecological relationships involving local aggregation, species-abundance distributions, and species associations, and we test this model against the metacommunity structure of reef-building corals and coral reef fishes across the western and central Pacific. For both corals and fishes, the unified model simultaneously captures extremely well local species-abundance distributions, interspecific variation in the strength of spatial aggregation, patterns of community similarity, species accumulation, and regional species richness, performing far better than alternative models also examined here and in previous work on coral reefs. Our approach contributes to the development of synthetic theory for large-scale patterns of community structure in nature, and to addressing ongoing challenges in biodiversity conservation at macroecological scales."
10.5281/zenodo.5174952,open,Riboswitch-inspired toehold riboregulators for gene regulation in Escherichia coli,"<p>This dataset comprises flow cytometry data accompanying a publication on the&nbsp;development of synthetic riboregulators.</p>

<p>These riboregulators were&nbsp;inspired by the architecture of naturally occurring riboswitches and toehold-mediated strand displacement. Specifically, we adopt the toehold switch hairpin and inserted regulatory sequences within the loop region of which accessibility can be controlled by toehold-mediated strand displacement. We utilized this design principle to develop toehold translation repressor and toehold transcriptional repressor, which regulate mCherry expression in&nbsp;<em>E. coli&nbsp;</em>in translational and transcriptional levels with certain ON/OFF ratios. Furthermore, we combined these two riboregulators and developed them into a NOR gate switch that can regulate downstream GFP expression in&nbsp;<em>E. coli&nbsp;</em>with different input&nbsp;conditions of trigger RNA. We used flow cytometry to quantify the expression level of the NOR gate switch under different inputs.</p>"
10.5061/dryad.905qfttjk,open,Photodynamic inactivation of Lasiodiplodia theobromae: lighting the way towards an environmentally friendly phytosanitary treatment,"<p>The fungus <i>Lasiodiploda theobromae</i> is one of the main causal agents of trunk canker and dieback of grapevine. The objective of this work was to evaluate the efficiency of photodynamic inactivation (PDI) of <i>L. theobromae </i>with synthetic and natural photosensitizers (PSs) and irradiation with either sunlight or artificial PAR light. Although growth of the mycelium could not be completely prevented with natural sunlight irradiation, phenothiazine dyes (methylene blue, MB; toluidine blue O, TBO), riboflavin and a cationic porphyrin (Tetra-Py<sup>+</sup>-Me) caused complete inhibition under continuous irradiation with artificial light. Free radicals were the main cytotoxic agents in the PDI with MB, indicating the predominance of the type I mechanism. PDI with MB or Tetra-Py<sup>+</sup>-Me may represent a promising approach for the sanitation of vine material in greenhouse nurseries, in order to reduce the risk of infection upon grafting.</p>"
10.5061/dryad.2459s12,open,Data from: Intercomparison of photogrammetry software for three-dimensional vegetation modelling,"Photogrammetry-based 3D reconstruction of objects is becoming increasingly appealing in research areas unrelated to computer vision.  It has the potential to facilitate the assessment of forest inventory-related parameters by enabling or expediting resource measurements in the field.  We hereby compare several implementations of photogrammetric  algorithms (CMVS/PMVS,  CMPMVS, MVE, OpenMVS, SURE, and Agisoft PhotoScan) with respect to their performance in vegetation assessment. The evaluation is based on (a) a virtual scene where the precise location and dimensionality of objects is known a priori and is thus conducive to a quantitative comparison, and (b) using series of in-situ acquired photographs of vegetation with overlapping field of view where the photogrammetric outcomes are compared quantitatively. Performance is quantified by computing ROC curves that summarize the type-I and type-II errors between the reference and reconstructed tree models. Similar artifacts are observed in synthetic- and in-situ- based reconstructions."
10.5061/dryad.vdncjsxrr,open,Best-practice forestry management delivers diminishing returns for coral reefs with increased land-clearing,"<p>Protection of coastal ecosystems from deforestation may be the best way to protect coral reefs from sediment runoff. However, given the importance of generating economic activities for coastal livelihoods, the prohibition of development is often not feasible. In light of this, logging codes-of-practice have been developed to mitigate the impacts of logging on downstream ecosystems. However, no studies have assessed whether managed land-clearing can occur in tandem with coral reef conservation goals.</p>

<p>This study quantifies the impacts of current land use and the risk of potential logging activities on downstream coral reef condition and fisheries using a novel suite of linked land-sea models, using Kolombangara Island in the Solomon Islands as a case study. Further, we examine the ability of erosion reduction strategies stipulated in logging codes-of-practice to reduce these impacts as clearing extent increases.</p>

<p>We found that with present-day land use, reductions in live and branching coral cover and increases in turf algae were associated with exposure to sediment runoff from catchments and log ponds. Critically, reductions in fish grazer abundance and biomass were associated with increasing sediment runoff, a functional group that accounts for ~25% of subsistence fishing. At low clearing extents, although best management practices minimises the exposure of coral reefs to increased runoff, it would still result in 32% of the reef experiencing an increase in sediment exposure. If clearing extent increased, best management practices would have no impact, with a staggering 89% of coral reef area at risk compared to logging with no management.</p>

<p>Synthesis and applications: Assessing trade-offs between coastal development and protection of marine resources is a challenge for decision makers globally. Although development activities requiring clearing can be important for livelihoods, our results demonstrate that new logging in intact forest risks downstream resources important for both food and livelihood security. Importantly, our approach allows for spatially-explicit recommendations for where terrestrial management might best complement marine management. Finally, given the critical degradation feedback loops that increased sediment runoff can reinforce on coral reefs, minimising sediment runoff could play an important role in helping coral reefs recover from climate-related disturbances.</p>"
10.5061/dryad.jwstqjq5r,open,Extinction-immigration dynamics lag behind environmental filtering in shaping the composition of tropical dry forests within a changing landscape,"The impact of rapid habitat loss and fragmentation on biodiversity is a major issue. However, we still lack an integrative understanding of how these changes influence biodiversity dynamics over time. In this study, we investigate the effects of these changes in terms of both niche-based and neutral dynamics. We hypothesize that habitat loss has delayed effects on neutral immigration-extinction dynamics, while edge effects and environmental heterogeneity in habitat patches have rapid effects on niche-based dynamics.
We analyzed taxonomic and functional composition of 100 tree communities in a tropical dry forest landscape of New-Caledonia subject to habitat loss and fragmentation. We designed an original, process-based simulation framework, and performed Approximate Bayesian Computation to infer the influence of niche-based and neutral processes. Then, we performed partial regressions to evaluate the relationships between inferred parameter values of communities and landscape metrics (distance to edge, patch area, and habitat amount around communities), derived from either recent or past (65 yrs ago) aerial photographs, while controlling for the effect of soil and topography.
We found that landscape structure influences both environmental filtering and immigration. Immigration rate was positively related to past habitat amount surrounding communities. In contrast, environmental filtering was mostly affected by present landscape structure and mainly influenced by edge vicinity and topography.
Our results highlight that landscape changes have contrasting spatio-temporal influences on niche-based and neutral assembly dynamics. First, landscape-level habitat loss and community isolation reduce immigration and increase demographic stochasticity, resulting in slow decline of local species diversity and extinction debt. Second, recent edge creation affects environmental filtering, incurring rapid changes in community composition by favoring species with edge-adapted strategies. Our study brings new insights about temporal impacts of landscape changes on biodiversity dynamics. We stress that landscape history critically influences these dynamics and should be taken into account in conservation policies."
